ASIN,Date,User ID,MP,product_type,item_classification,brand,occasion,item_type_name,department,color,size,item_name,TRP 1,Comments,seller_data
B0B4B5QLWM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Xuniea,,Sloth Coin Purse,Women's,As Pictures Shown,,"Unisex Dinosaur Sloth Coin Purse, 2 Pcs Cartoon Printing Animal Wallet Small Coin Pouch Bag Women's Coin Purses and Pouches with Zipper Hanging Loop Ring for Kids Boys Girls",Xuniea Women's Sloth Coin Purse   As Pictures Shown  ,,
B09H2JHN26,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,bagsmart,,Travel Accessory- Cosmetic Bag,womens,"standardized_values:Pink, value:Pink",XL,"Large Makeup Bag, BAGSMART Double Layer Cosmetic Bag Travel Makeup Case Organizer with Shoulder Strap for Cosmetics Makeup Brushes Toiletries Travel Accessories, Pink, XL,","bagsmart womens Travel Accessory- Cosmetic Bag   standardized_values:Pink, value:Pink XL ",,
B07W4TZBY1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ANDERK,,,,"standardized_values:Multicolour, value:Multicolour",3 Count (Pack of 1),ANDERK 3 Pack Glitter Cosmetic Bag Mermaid Spiral Reversible Sequins Portable Double Color Students Pencil Case for Girls Women Handbag Purse Make Up Pouch with Pompon Zip Closure,"ANDERK     standardized_values:Multicolour, value:Multicolour 3 Count (Pack of 1) ",,
B09P3RRXFT,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CL&MH,,,,"standardized_values:Beige, value:Beige",,"18th Birthday Gifts for Girls Best Friend Daughter,This is What an Awesome 18 Year Old Looks Like,18th Birthday Gifts Ideas for Girls,18 Year Old Gifts for Girls,Adult 18th Birthday Girls Presents","CL&MH     standardized_values:Beige, value:Beige  ",,
B08N5XVHMX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JunNeng,"Travel, Party",,,Flower B,One Size,"JunNeng Small Cosmetic Bag for Handbag, Cute Makeup Bag Pouch Cosmetic Beauty Bag Travel Toiletry Wash Bag Cartoon Pattern Pencil Bag Coin Purse Zipper Pouch (Flower B)","JunNeng   Travel, Party  Flower B One Size ",,
B09V5HWXZ9,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,zootop,"Business, Travel",,,Mesh,L,"Mesh Toiletry Bag, zootop Clear Tote Bag with Zippered Inner Packet Breathable Travel Toiletry Bag Makeup See Through Bag Women Summer Beach Handbag for Travel Work Stadium Shopping","zootop   Business, Travel  Mesh L ",,
B00TPTVLDM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Roamlite,Travel,,Unisex,"standardized_values:Black, value:Black",One Size,Leather Toiletry Bag - Toiletries Wash Bag - Soft Black Genuine Leather - Great Travel Gym Shower Bags - Unisex Men's or Ladies - 2 Zipped Compartments - Hang Up Carry Handle - Roamlite RL215,"Roamlite Unisex  Travel  standardized_values:Black, value:Black One Size ",,
B09YM3N6KQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sibba,,Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:Brown, value:Leopard",21.5 x 14.5 x 1.5 cm,Sibba Canvas Cosmetic Make Up Bag Handbag Mini Pouch Purse Zipper Pencil Case Toiletry Organizer Storage Pockets Beauty Makeup Travelling Accessory for Woman Girls (Leopard),"Sibba Unisex Travel Accessory- Cosmetic Bag   standardized_values:Brown, value:Leopard 21.5 x 14.5 x 1.5 cm ",,
B0B28Y1PT1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,RosewineC,,,,"standardized_values:Orange, value:White",,RosewineC 6 Pcs Travel Bottles Set 60Ml Leak Proof Refillable Squeezable Containers Set Squeezable Travel Accessories for Shampoo Conditioner Lotion Body Wash Face Cream Makeup Remover,"RosewineC     standardized_values:Orange, value:White  ",,
B08746BMQN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TUPARKA,,,,30pcs Clear Bottles,3.9x1.4inch/ 10x3.5cm,"TUPARKA 30 Pack Clear Plastic Empty Travel Bottles with Flip Cap, Portable Refillable Containers Liquid Hand Sanitizer Containers Toiletry Containers Cosmetic Bottles, 2 Oz",TUPARKA     30pcs Clear Bottles 3.9x1.4inch/ 10x3.5cm ,,
B09KLS3Y7Z,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:off-white, value:Off White",,21st Birthday Gifts for Girls Women Makeup Bag 21 Year Old Birthday Gifts for Daughter Niece Sister Best Friend Girlfriend Coworkers Cosmetic Bag Twenty One Birthday Gifts for Her Travel Toiletry Bag,"Mikela Womens Travel Accessory- Cosmetic Bag   standardized_values:off-white, value:Off White  ",,
B09MRM8TVN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CYRUX SINCE 2019,,,,"standardized_values:Pink, value:Pink",,"CYRUX Insulated Lunch Bag for Women and Men - Leak Proof Thermal Lunch Bag, Kids Lunch Bag, Cooler Bag with Adjustable Shoulder Straps - Lunch Bag with Compartments for Work School Picnic Travel","CYRUX SINCE 2019     standardized_values:Pink, value:Pink  ",,
B09SV2V8QV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YWQCASEYWQ,,Travel Accessory- Cosmetics Case,,"standardized_values:Purple, value:Purple Unicorn",,"Vanity Case Makeup Box with Mirror Travel Organiser Beauty Box Portable Cosmetic Train Box Make Up Storage Case Lockable with Keys and 5X Spot Mirror for Girls Women, Purple Unicorn","YWQCASEYWQ  Travel Accessory- Cosmetics Case   standardized_values:Purple, value:Purple Unicorn  ",,
B09DSTMDCM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MERYSAN,"Business, Travel, Party",,,Mandala,,"8 Styles Makeup Toiletry Pouch Waterproof Cosmetic Bag with Zipper, Flowers Roomy Travel Accessories Organizer Pouches for Women Girls, Student Pen Pencil Pouch(8.7 x 5.3 Inch) (Mandala)","MERYSAN   Business, Travel, Party  Mandala  ",,
B09ZYDB9DB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,,,"standardized_values:off-white, value:Off White",,Grammar Teacher Gifts Teacher Appreciation Gift Makeup Bag for Women Funny English Teachers Gifts Cosmetic Bag Grammar Teacher Thank You Gifts Birthday Christmas Gift for Teacher Travel Cosmetic Pouch,"Mikela     standardized_values:off-white, value:Off White  ",,
B09WYDVGQH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Shinowa,,,,"standardized_values:Black, value:Black",,"Shinowa Travel Makeup Bag, Double-Layer Cosmetic Makeup tool Organizer Bag Water-resistant Nylon Makeup Pouch Portable Makeup Bag with Hand Strap for Women Girls, Black","Shinowa     standardized_values:Black, value:Black  ",,
B09ZLQ2PTD,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Voronoi,Travel,Cosmetic Bag,Women's,"standardized_values:Green, value:Matcha Green",,"Voronoi Toiletry Bags for Women Detachable Clear Cosmetic Bags, Travel Accessories���Makeup Bag, Travel wash Bags for Women, Bag Organiser, Makeup Storage Holiday Essentials (Matcha Green)","Voronoi Women's Cosmetic Bag Travel  standardized_values:Green, value:Matcha Green  ",,
B09TSJJPQV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Relavel,,,,Black-nylon,X-Large,"Relavel Makeup Backpack, Professional Makeup Case Large Travel Train Case Makeup Bag for Women and Girls Cosmetic Organizer, Makeup Artist Kit,with Adjustable Dividers and Shoulder Strap",Relavel     Black-nylon X-Large ,,
B09X2D34C3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FINDING CASE,"Business, Travel",,,"standardized_values:Black, value:Black",iPad 2/3/4,"26 Letter Printed Zip Canvas Pouch Makeup Bag Make Up Bag, Cosmetic Travel Bag,Toiletry Bag,Organizer Bags,Toiletry Bags, Bride Bridesmaid Bag,Pencil Bag,Wash Bag,Coin Purse (Black)","FINDING CASE   Business, Travel  standardized_values:Black, value:Black iPad 2/3/4 ",,
B098PYBSHF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Semzany,,,,"standardized_values:Pink, value:Pink",XL,Multifunction Portable Travel Makeup Case - Double Layer Cosmetic Bags -Two Storage Compartments Space Fits All Your Makeup and Lipstick Train Case for Womens Great Gifts (Pink),"Semzany     standardized_values:Pink, value:Pink XL ",,
B09NBKLV5P,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Macallen,Travel,,Womens,"standardized_values:Brown, value:Brown | 1 Unit",,Makeup Bag Travel Toiletry Organiser: Large Make Up Storage 2 Layer Transparent Toiletries Wash Bag Waterproof - Clear Cosmetic Case Set Bathroom Essentials Pouch Kit Vanity Gym Beauty Washbag | Brown,"Macallen Womens  Travel  standardized_values:Brown, value:Brown | 1 Unit  ",,
B09GP5PK54,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FDDE,"Business, Travel",,,"standardized_values:White, value:White",,"Women's Cosmetic Bag, Travel Toiletry Bag for Hanging, Waterproof Toiletry Bag, Foldable Toiletry Bag, Travel Hanging Toiletry Bag, for Travel, Business Trip, Outing (Beige White)","FDDE   Business, Travel  standardized_values:White, value:White  ",,
B079Z8Q525,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TravelMore,"Business, Travel",,,"standardized_values:Grey, value:Grey",,TravelMore Hanging Travel Toiletry Bag Organizer & Bathroom Hygiene Dopp Kit with Hook for Traveling Accessories Toiletries Bathroom Shaving & Makeup for Men and Woman ��� Gray,"TravelMore   Business, Travel  standardized_values:Grey, value:Grey  ",,
B09CTWLYWR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ZEACCT,"Business, Travel",,,"standardized_values:Black, value:Black",,"ZEACCT Toiletry Bag Travel Make up Wash Bag Cosmetic Waterproof Hanging Toiletries Bag Travel Organiser Bags for Business,Travel ,Gym ,Vacation and Household Essentials - Men and Women","ZEACCT   Business, Travel  standardized_values:Black, value:Black  ",,
B0912T81N6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JunNeng,"Travel, Party",,,2pcs Sloth,One Size,"JunNeng 2PCS Small Cosmetic Bag for Handbag, Cute Makeup Bag Pouch Cosmetic Beauty Bag Travel Toiletry Wash Bag Cartoon Pattern Pencil Bag Coin Purse Zipper Pouch, Sloth","JunNeng   Travel, Party  2pcs Sloth One Size ",,
B09J29VPH5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:off-white, value:Off White",,Best Friend Gift Makeup Bag Best Friend Sister Bestie Unbiological Sister in Law Gift Thanksgiving Christmas Birthday Gifts for Women Her Cosmetic Bag Friendship Soul Sister Gift Travel Toiletry Pouch,"Mikela Womens Travel Accessory- Cosmetic Bag   standardized_values:off-white, value:Off White  ",,
B07548L3XW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,DWE,Travel,,,"standardized_values:Green, value:Green",,"Women Travel Make Up Bag,Pouches Cosmetic Bags Girls Barrel Shaped Hanging Toiletry Wash Bags Nylon Drawstring Makeup Organizer Storage Bag + Small Zipper Pocket+PVC Transparent Brush Bag (Green)","DWE   Travel  standardized_values:Green, value:Green  ",,
B08XX95ZPB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JunNeng,"Travel, Party",,,2pcs Alpaca,One Size,"JunNeng 2PCS Small Cosmetic Bag for Handbag, Cute Makeup Bag Pouch Cosmetic Beauty Bag Travel Toiletry Wash Bag Cartoon Pattern Pencil Bag Coin Purse Zipper Pouch, Alpaca","JunNeng   Travel, Party  2pcs Alpaca One Size ",,
B07YV75VN8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Moyyo,"Business, Travel",,,6 Multicor,One Size,Moyyo Dolphins Jumping On The Water Toiletry Bag Portable Wash Bag Travel Hanging Wash Bag Toiletry Bag Cosmetic Bag Portable Gym Camping Toiletry Bag for Women Mens Girls Kids,"Moyyo   Business, Travel  6 Multicor One Size ",,
B0B3RTDZ5R,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Tongyend,,,,"standardized_values:Pink, value:Pink",,"Travel Bottles for Toiletries,11 PCS Travel Accessories Portable Travel Size Toiletries Travel Essentials for Shampoo and Lotion Soap,Travel Containers for Toiletries","Tongyend     standardized_values:Pink, value:Pink  ",,
B076GY5Z8V,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SPAHER,"Business, Travel",,womens,"standardized_values:Pink, value:Pink",,SPAHER 3 Pack Girls Women Toiletry Bag Organiser Makeup Cosmetics Set Waterproof Travel Wash Bag Handbag Packing Organizer Pouches Beauty Case Small Purse Gift for Women Girls,"SPAHER womens  Business, Travel  standardized_values:Pink, value:Pink  ",,
B09TH48MF2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TSOTMO,,,,U.gymnast Girl,,Gymnastics Gift Gymnast Girl Makeup Bag Gymnastics Survival Kit Zipper Pouch Gymnast Girl Like A Normal Girl But Cooler Cosmetic Bag for Gymnast Lovers (U.Gymnast Girl),TSOTMO     U.gymnast Girl  ,,
B0936KCP53,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,GreatforU,,,,"standardized_values:Blue, value:20pack 20ml Blue",20g/20ml,"GreatforU 20pcs 20ml Small Sample Jars, Empty Refillable Cosmetic Container, Plastic Round Pot Purple Screw Cap Lid, Tiny 20g Jars for Makeup Eye-shadow Nails Powder Jewelry Slime, Free 20x Spatulas","GreatforU     standardized_values:Blue, value:20pack 20ml Blue 20g/20ml ",,
B09QCGPYDT,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YWQCASEYWQ,,,,"standardized_values:White, value:White",,"Make Up Boxes Storage Vanity Box Cosmetic Luggage Case Makeup Orgaiser Storage Box Professional Beauty Travel Train Case with Mirror and Brushes Holder, Lockable with Keys, White Marble","YWQCASEYWQ     standardized_values:White, value:White  ",,
B088TK8YTJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Luxspire,,,,Ink White,Square,"Luxspire Cotton Swab Holder with Lid, Resin Cotton Ball Container Holder Q-Tips Cotton Bud Pad Rounds Storage Box Dispenser Cosmetics Bathroom Vanity Countertop Organizer Canister Jar, Ink White",Luxspire     Ink White Square ,,
B09ZTLR9SB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,RHtvrll,"Business, Travel",,Miss,Striped Blue,,"Toiletry Bag, Makeup Bag Wash Bags, Travel Hanging Cosmetic Bag, Wash Bag with Hanging Hook, Make Up Case Organizer Waterproof for Travel and Bathroom Shower, Gifts for Women & Girls ���M���","RHtvrll Miss  Business, Travel  Striped Blue  ",,
B09KLTW42R,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:off-white, value:Off White",,Pigs Lover Gift Funny Pig Makeup Bag Gift for Girl Women Animal Lover Gift Cosmetic Bag Pouch Christmas Birthday Gift for Her Best Friend Sister Daughter Niece Cousin Make up Bag Travel Toiletry Bag,,,
B09YM3B53W,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sibba,,Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:Black, value:Leopard Sunflower",21.5 x 14.5 x 1.5 cm,Sibba Canvas Cosmetic Make Up Bag Handbag Mini Pouch Purse Zipper Pencil Case Toiletry Organizer Storage Pockets Beauty Makeup Travelling Accessory for Woman Girls (Leopard Sunflower),,,
B077YH2KF5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Luxja,,Home Fragrance Accessories,,"standardized_values:Black, value:Black",Fit for 20 Bottles,"Luxja Essential Oil Bag, Double-Layer Essential Oil Carrying Case - Holds 20 Bottles (5ml-30ml, Also Fits for Roller Bottles), Essential Oil Travel Bag for Essential Oil and Accessories, Black",,,
B07G55D8S2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kemier,,,Unisex,"standardized_values:Gold, value:Rose Gold",L,"Kemier Makeup Case,Professional Artist Studio Cosmetic Train Table w/4 Rolling Wheels & Lights & Mirror,Pro Makeup Station,Cover Board and Easy Clean Extendable Trays,Adjustable Legs,Sturdy(Rose Gold)",,,
B0B13RZ31C,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Darbermu,,Travel Accessory- Toiletry Kit,Womens,"standardized_values:Gold, value:Gold",,"Makeup Bag, Travel Cosmetic Bag with Brush Slots, Large Makeup Bag for Women, Waterproof Travel Makeup Bag Organiser, Wash Bag, Portable PU Toiletry Storage Box for Girls (Gold)",,,
B08GS8P1DF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BOACAY,"Business, Travel",Travel Accessory- Cosmetic Bag,Unisex,"standardized_values:Grey, value:,Quartz Gray (Small)",S,"Small Hanging Travel Toiletry Wash Bag for Women, Men, and Kids, Bathroom, and Shower Organiser Kit with Elastic Band Holders for Toiletries, Cosmetics, Makeup, Brushes, Accessories",,,
B07D5RX7ZS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Eono,Travel,,,"standardized_values:Black, value:Black",,Amazon Brand - Eono Clear Toiletry Bag Waterproof Toiletry Travel Bag Clear PVC Zippered Cosmetic Bag Cosmetic Makeup Bag Clear Wash Bag Toiletry Organizer MakeUp Bag for Travel Bathroom Men and Women,,,
B09VQRXDB6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Skinnydip,,Travel Accessory- Cosmetics Case,Women's,Spongebob,,"Skinnydip London - Spongebob Makeup Bag, Glitter and Part Transparent - Designer Makeup Bags for Women & Girls - Portable Cosmetic Bag - Cute Toiletries Organizer for Women",,,
B0B3RX8NLT,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Tongyend,,,,"standardized_values:Pink, value:Pink",,"Travel Bottles,3 Pack Travel Bottles for Toiletries Travel Pods Squeezable 60 ML/2.11 oz for Liquid Shampoos, Soap,Toiletries and Body Wash Travel Size Toiletries with PVC Storage Bag",,,
B08HS2V9P3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Youyijia,,,,"standardized_values:Black, value:Black",29*27*21cm,Youyijia Makeup Box Storage Professional Vanity Case Large Portable Storage Beauty Box Makeup Organiser Storage Cosmetic Box with Shoulder Strap Nylon Fabric 28.5 x 21x 25.4cm (Black),,,
B07YV6SC81,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Moyyo,"Business, Travel",,,3 Multicor,One Size,Moyyo Dog Paw Print Pattern Toiletry Bag Portable Wash Bag Travel Hanging Wash Bag Toiletry Bag Cosmetic Bag Portable Gym Camping Toiletry Bag for Women Mens Girls Kids,,,
B0B1433S79,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Darbermu,,Travel Accessory- Toiletry Kit,Womens,"standardized_values:Silver, value:Silver",,"Makeup Bag, Travel Cosmetic Bag with Brush Slots, Large Makeup Bag for Women, Waterproof Travel Makeup Bag Organiser, Wash Bag, Portable PU Toiletry Storage Box for Girls (Silver)",,,
B08XLZ4VWG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JunNeng,"Travel, Party",,,Sloth C,One Size,"JunNeng Small Cosmetic Bag for Handbag, Cute Makeup Bag Pouch Cosmetic Beauty Bag Travel Toiletry Wash Bag Cartoon Pattern Pencil Bag Coin Purse Zipper Pouch, Sloth C",,,
B095Y42T3P,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,RIIEYOCA,Travel,,,30ml,xxs,RIIEYOCA 8 Piece Portable Travel Liquid Clear Plastic Empty Packaging Bag for Shampoo / Shower Gel / Hand Sanitizer / Cosmetic Divide Bag(30ml),,,
B09QQ3RNHF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Luxspire,,,,"standardized_values:Pink, value:Pink",Medium (Pack of 1),"Luxspire Makeup Cosmetic Bag Storage Case, 2 Layer Large Professional Cosmetic Makeup Train Case, Portable Makeup Brush Toiletry Jewelry Holder Organizer Artist Bag with Adjustable Dividers, Pink",,,
B07KQYH6Y8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Leathario,"Business, Travel",,,"standardized_values:Black, value:Black-1004",one-size,Leathario Leather Toiletry Bag Toilet Wash Bag for Men and Women Handmade - Make Up Wash Bags Water Resistant Large Leather Shaving Bag Traveling Business Vacations (black-1004),,,
B01J9RQIXM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SumDirect,,,,"standardized_values:Transparent, value:Clear",100 Count (Pack of 1),"SumDirect 100Pcs 5Gram Clear Empty Cosmetic Containers Jars Sample Pots Bottles, Travel Pots for Cream, Lotion , Lip Balm with Mini Spatula and 10Pcs White Sheer Organza Bags",,,
B07CHB7QYD,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JIAHG,Travel,,,"standardized_values:Black, value:Black",One Size,Women Summer Beach Handbag Youth Girls Large Clear PVC Handy Toiletry Shoulder Bag Ladies Foldable Transparent Makeup Cosmetic Tote Organiser Waterproof Swimming Zipper Portable Travel Storage Pouch,,,
B09YYB51MG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Darbermu,Travel,Travel Accessory- Toiletry Kit,Unisex,"standardized_values:Grey, value:Grey",L,"Toiletry Bag, Toiletry Wash Bag for Men, Waterproof Portable Travel Makeup Organizer for Women, Dry & Wet Separation Wash Bag Cosmetic Bag Bathroom Toiletries Organizer (L, Grey)",,,
B0B1ZH5CSL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,DFsucces,,,,"standardized_values:Transparent, value:Clear",,"Clear Pencil Case,3 in 1 Clear Make up Bag,Toiletry Bags,Cosmetic Bags,Transparent PVC Big Capacity Pencil Pouch Pen Bag,Portable Waterproof Travel Brushes Bag for Women Men,Travel,School Supplies",,,
B08XLWFLLS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JunNeng,"Travel, Party",,,Mandala,One Size,"JunNeng Small Cosmetic Bag for Handbag, Cute Makeup Bag Pouch Cosmetic Beauty Bag Travel Toiletry Wash Bag Cartoon Pattern Pencil Bag Coin Purse Zipper Pouch, Mandala",,,
B08MQ1SP6S,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Esportic,,,,"standardized_values:Multicolour, value:Multicolor",21cm��12cm,"Blank Canvas Zipper Bags, Multi-Purpose Pencil Pouch, Canvas Zipper Pen Pencil Stationery Case Bag, Cosmetic Makeup Pouch, Craft Pencil Case and Coins Purse for Travel School Office Stationery",,,
B09NM1HVMQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Plartree,"Business, Travel",,,"standardized_values:White, value:White",,"Plartree 4Pack Marble Makeup Bag Cosmetic Bag for Women Girls,Portable Travel Cosmetic Bag Waterproof,High-end Fashion with Texture Toiletry Bags Organizer Bag for Cosmetics/Toiletries/Jewelry (White)",,,
B09H2VGXLC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Haryali London,Travel,Travel Accessory- Toiletry Kit,Unisex,"standardized_values:Black, value:Black",,Haryali London Wash Bag - Toiletries Bag Men - Sustainable Travel Wash Bag - Toiletry Bag Leather - Toiletry Bag for Women - Shaving Bag Waterproof - Mens Wash Bag - Cosmetic Bag - Dopp Kit,,,
B09KV3MLKL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Bonnlo,,,,"standardized_values:Black, value:Black",,"Bonnlo Rolling Makeup Train Case, Aluminum Portable Makeup Organizer Suitcase, Cosmetic Storage Box, Travel Beauty Luggage Trolley Lockable w/4 Removable Wheels & 1 Sliding Drawer (Black)",,,
B09QHS51X8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Warmalu,,,,"standardized_values:White, value:White",,Sister in Law Gifts Sister Gifts from Sisters Going Away Gift for Sister Birthday Gifts Makeup Bag Side by Side or Miles Apart We are Sisters Connected by Heart Long Distance Friendship Gifts,,,
B09XFDTH3N,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALLY-MAGIC,,,,"standardized_values:White, value:White",,"Teacher Appreciation Gifts for Women, Teacher Survival kit, Best Teacher Ever Teacher Supplies for Classroom Makeup Bag Pencil Pouch Preschool High School Colleagues Birthday Gifts Y5JSJHZB",,,
B0B5F22MFX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Siqian,,,,"standardized_values:White, value:White",,"Thank You Teacher Gifts for Women, Teacher Appreciation Gifts, Teacher Survival Kit for Best Teacher Supplies,Teachers Makeup Bags for Classroom Pencil Pouch for Nursery Preschool High School",,,
B081RPLNK1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WENTS,"Business, Travel",,Women's,"standardized_values:Transparent, value:White",30,PVC Clear Bag - WENTS Clear Tote Bag with Zipper Closure Stadium Approved Transparent Waterproof Zippered Shoulder Bag for Men Women Shopping Beach Travel,,,
B0995C95SB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Yalbdopo,,,Women,"standardized_values:Brown, value:Brown",5ml,Yalbdopo 6Pcs 5ml / 5g Empty Amber Glass Cosmetic Sample Containers with Black Plastic Lids and Inner Liners - Refillable Mini Travel Pot Jars for Makeup Face Creams Lip Balm Lotion Beauty Nails,,,
B078WR1B56,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kare & Kind,,,,"standardized_values:White, value:White",10 Pack,"Deodorant Containers (10-Pack) - White - 0.5 Oz (15 ml) - 20 Writable Stickers - Twist Mechanism and Cap - Empty - Refillable Cosmetic Containers for Homemade Natural Deodorant, Lip Balm, Soap, etc.",,,
B09CYXP2JC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,,Travel Accessory- Cosmetic Bag,unisex-adult,Could Be Worse,,"LEVLO Funny Eeyore Quote Cosmetic Make Up Bag Eeyore Fans Gifts Could Be Worse Not Sure How But It Could Be Eeyore Makeup Zipper Pouch Bag Inspiration Gift, Could Be Worse, Cosmetic Bag",,,
B08KZPHZXY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YARWO,"Business, Travel",,,"standardized_values:Black, value:Black",Dimensions When Opened : 58 * 29cm,"Yarwo Hanging Toiletry Bag for Women and Girls, Travel Toiletry Wash Bag with Metal Hook, Clear Pockets, Makeup Brushes Storage Pocket and Comfortable Handles, Black",,,
B08WRXG329,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,STILORD,"Business, Travel",,,"standardized_values:Brown, value:Torino - Brown",L,"STILORD 'Lee' Mens Natural Leather Toiletry Bag Vintage Wash Bags for Travelling with Zipper Wash Travel Kit Bag for Holiday Weekend Trips in Leather, Colour:Torino - Brown",,,
B07JQRB9T7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,RUISIKIOU,"Business, Travel",,,"standardized_values:White, value:White",Fashion Flamingo,"3 Pack Toiletry Bag Organiser, PVC Travel Bag for Toiletries Handbags for Women Cosmetic Makeup Pouch Bag Makeup Case Bag��Small Wallet Clear with Zipper Transparent (Fashion Flamingo, White A)",,,
B09Z69N12M,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Adakieya,,,,"standardized_values:Black, value:Black",,Beauty Trolley on Wheels Professional Makeup Trolley 3-in-1 Large Hairdressing Lockable Vanity Case Make Up Box Beauty Cosmetics Storage Organizer with Removable Middle Layer - Classic Black,,,
B09D71Q588,2022-08-08,padazhar,UK,COSMETIC_CASE,product_bundle,Snazaroo,,,,Mini Starter Kit 14 Pieces,,"snazaroo SZ1194010 Face Paint 1 Pc, Mini Starter Kit 14 Pieces, Set & Classic Face and Body Paint, Purple, 18 ml, Professional Water Based, Single Cake Makeup Supplies for Adults, Kids and Special FX",,,
B089VZVN2D,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JAOMON,Travel,,,"Rose Red, Black, Sky Blue, Blue, Snow Blue, Gold",222 x 144 x 68mm,"6Packs of Transparent Toiletry Bags, Fashionable and Waterproof Cosmetic Bag with Zipper, Portable PVC Clear Cosmetic Makeup Bag Pouch Perfect for Travelling or Bathroom Use(6 Colors)",,,
